TractFIPS,CityFIPS,MeasureId,Data_Value
09001073500,0908000,BPHIGH,0.303
09001073600,0908000,BPHIGH,0.284
09001073700,0908000,BPHIGH,0.35700000000000004
09001073800,0908000,BPHIGH,0.289
09001073900,0908000,BPHIGH,0.34
09001074000,0908000,BPHIGH,0.34299999999999997
09001074300,0908000,BPHIGH,0.37200000000000005
09001074400,0908000,BPHIGH,0.38
09001257200,0908000,BPHIGH,0.295
09001070100,0908000,BPMED,0.7190000000000001
09001070200,0908000,BPMED,0.7240000000000001
09001070300,0908000,BPMED,0.6579999999999999
09001070400,0908000,BPMED,0.6409999999999999
09001070500,0908000,BPMED,0.648
09001070600,0908000,BPMED,0.745
09001070900,0908000,BPMED,0.73
09001071000,0908000,BPMED,0.687
09001071100,0908000,BPMED,0.706
09001071200,0908000,BPMED,0.728
09001071300,0908000,BPMED,0.726
09001071400,0908000,BPMED,0.6679999999999999
09001071600,0908000,BPMED,0.6629999999999999
09001071900,0908000,BPMED,0.66
09001072000,0908000,BPMED,0.703
09001072100,0908000,BPMED,0.7490000000000001
09001072200,0908000,BPMED,0.7709999999999999
09001072300,0908000,BPMED,0.73
09001072400,0908000,BPMED,0.718
09001072500,0908000,BPMED,0.747
09001072600,0908000,BPMED,0.75
09001072700,0908000,BPMED,0.742
09001072800,0908000,BPMED,0.754
09001072900,0908000,BPMED,0.738
09001073000,0908000,BPMED,0.747
09001073100,0908000,BPMED,0.792
09001073200,0908000,BPMED,0.775
09001073300,0908000,BPMED,0.727
09001073400,0908000,BPMED,0.725
09001073500,0908000,BPMED,0.7040000000000001
09001073600,0908000,BPMED,0.687
09001073700,0908000,BPMED,0.7440000000000001
09001073800,0908000,BPMED,0.68
09001073900,0908000,BPMED,0.7340000000000001
09001074000,0908000,BPMED,0.732
09001074300,0908000,BPMED,0.745
09001074400,0908000,BPMED,0.75
09001257200,0908000,BPMED,0.698
09001070100,0908000,CANCER,0.063
09001070200,0908000,CANCER,0.047
09001070300,0908000,CANCER,0.026000000000000002
09001070400,0908000,CANCER,0.033
09001070500,0908000,CANCER,0.028999999999999998
09001070600,0908000,CANCER,0.05
09001070900,0908000,CANCER,0.042
09001071000,0908000,CANCER,0.034
09001071100,0908000,CANCER,0.04
09001071200,0908000,CANCER,0.043
09001071300,0908000,CANCER,0.040999999999999995
09001071400,0908000,CANCER,0.037000000000000005
09001071600,0908000,CANCER,0.028999999999999998
09001071900,0908000,CANCER,0.035
09001072000,0908000,CANCER,0.044000000000000004
09001072100,0908000,CANCER,0.064
09001072200,0908000,CANCER,0.07400000000000001
09001072300,0908000,CANCER,0.054000000000000006
09001072400,0908000,CANCER,0.049
09001072500,0908000,CANCER,0.066
09001072600,0908000,CANCER,0.065
09001072700,0908000,CANCER,0.06
09001072800,0908000,CANCER,0.049
09001072900,0908000,CANCER,0.049
09001073000,0908000,CANCER,0.059000000000000004
09001073100,0908000,CANCER,0.07
09001073200,0908000,CANCER,0.065
09001073300,0908000,CANCER,0.047
09001073400,0908000,CANCER,0.047
09001073500,0908000,CANCER,0.038
09001073600,0908000,CANCER,0.034
09001073700,0908000,CANCER,0.048
09001073800,0908000,CANCER,0.033
09001073900,0908000,CANCER,0.04
09001074000,0908000,CANCER,0.04
09001074300,0908000,CANCER,0.043
09001074400,0908000,CANCER,0.043
09001257200,0908000,CANCER,0.040999999999999995
09001070100,0908000,CASTHMA,0.086
09001070200,0908000,CASTHMA,0.09699999999999999
09001070300,0908000,CASTHMA,0.151
09001070400,0908000,CASTHMA,0.09300000000000001
09001070500,0908000,CASTHMA,0.11900000000000001
09001070600,0908000,CASTHMA,0.11
09001070900,0908000,CASTHMA,0.11900000000000001
09001071000,0908000,CASTHMA,0.109
09001071100,0908000,CASTHMA,0.11
09001071200,0908000,CASTHMA,0.11199999999999999
09001071300,0908000,CASTHMA,0.11599999999999999
09001071400,0908000,CASTHMA,0.10400000000000001
09001071600,0908000,CASTHMA,0.14800000000000002
09001071900,0908000,CASTHMA,0.114
09001072000,0908000,CASTHMA,0.107
09001072100,0908000,CASTHMA,0.09300000000000001
09001072200,0908000,CASTHMA,0.096
09001072300,0908000,CASTHMA,0.1
09001072400,0908000,CASTHMA,0.096
09001072500,0908000,CASTHMA,0.094
09001072600,0908000,CASTHMA,0.098
09001072700,0908000,CASTHMA,0.09
09001072800,0908000,CASTHMA,0.107
09001072900,0908000,CASTHMA,0.102
09001073000,0908000,CASTHMA,0.098
09001073100,0908000,CASTHMA,0.105
09001073200,0908000,CASTHMA,0.096
09001073300,0908000,CASTHMA,0.10400000000000001
09001073400,0908000,CASTHMA,0.10300000000000001
09001073500,0908000,CASTHMA,0.115
09001073600,0908000,CASTHMA,0.11199999999999999
09001071200,0908000,STROKE,0.038
09001073700,0908000,CASTHMA,0.115
09001073800,0908000,CASTHMA,0.106
09001073900,0908000,CASTHMA,0.113
09001074000,0908000,CASTHMA,0.11199999999999999
09001074300,0908000,CASTHMA,0.122
09001074400,0908000,CASTHMA,0.121
09001257200,0908000,CASTHMA,0.107
09001070100,0908000,CHD,0.048
09001070200,0908000,CHD,0.051
09001070300,0908000,CHD,0.045
09001070400,0908000,CHD,0.032
09001070500,0908000,CHD,0.044000000000000004
09001070600,0908000,CHD,0.071
09001070900,0908000,CHD,0.069
09001071000,0908000,CHD,0.047
09001071100,0908000,CHD,0.054000000000000006
09001071200,0908000,CHD,0.062
09001071300,0908000,CHD,0.061
09001071400,0908000,CHD,0.05
09001071600,0908000,CHD,0.061
09001071900,0908000,CHD,0.051
09001072000,0908000,CHD,0.051
09001072100,0908000,CHD,0.059000000000000004
09001072200,0908000,CHD,0.07200000000000001
09001072300,0908000,CHD,0.055999999999999994
09001072400,0908000,CHD,0.047
09001072500,0908000,CHD,0.06
09001072600,0908000,CHD,0.06
09001072700,0908000,CHD,0.051
09001072800,0908000,CHD,0.055999999999999994
09001072900,0908000,CHD,0.052000000000000005
09001073000,0908000,CHD,0.061
09001073100,0908000,CHD,0.08199999999999999
09001073200,0908000,CHD,0.068
09001073300,0908000,CHD,0.052000000000000005
09001073400,0908000,CHD,0.053
09001073500,0908000,CHD,0.055999999999999994
09001073600,0908000,CHD,0.05
09001073700,0908000,CHD,0.068
09001073800,0908000,CHD,0.048
09001073900,0908000,CHD,0.067
09001074000,0908000,CHD,0.066
09001074300,0908000,CHD,0.065
09001074400,0908000,CHD,0.062
09001257200,0908000,CHD,0.049
09001070100,0908000,CHECKUP,0.645
09001070200,0908000,CHECKUP,0.6459999999999999
09001070300,0908000,CHECKUP,0.584
09001070400,0908000,CHECKUP,0.632
09001070500,0908000,CHECKUP,0.5760000000000001
09001070600,0908000,CHECKUP,0.6559999999999999
09001070900,0908000,CHECKUP,0.626
09001071000,0908000,CHECKUP,0.622
09001071100,0908000,CHECKUP,0.635
09001071200,0908000,CHECKUP,0.637
09001071300,0908000,CHECKUP,0.632
09001071400,0908000,CHECKUP,0.596
09001071600,0908000,CHECKUP,0.561
09001071900,0908000,CHECKUP,0.596
09001072000,0908000,CHECKUP,0.635
09001072100,0908000,CHECKUP,0.674
09001072200,0908000,CHECKUP,0.6729999999999999
09001072300,0908000,CHECKUP,0.652
09001072400,0908000,CHECKUP,0.6659999999999999
09001072500,0908000,CHECKUP,0.67
09001072600,0908000,CHECKUP,0.6559999999999999
09001072700,0908000,CHECKUP,0.6920000000000001
09001072800,0908000,CHECKUP,0.695
09001072900,0908000,CHECKUP,0.6829999999999999
09001073000,0908000,CHECKUP,0.67
09001073100,0908000,CHECKUP,0.691
09001073200,0908000,CHECKUP,0.688
09001073300,0908000,CHECKUP,0.672
09001073400,0908000,CHECKUP,0.659
09001073500,0908000,CHECKUP,0.624
09001073600,0908000,CHECKUP,0.614
09001073700,0908000,CHECKUP,0.654
09001073800,0908000,CHECKUP,0.605
09001073900,0908000,CHECKUP,0.632
09001074000,0908000,CHECKUP,0.627
09001074300,0908000,CHECKUP,0.6609999999999999
09001074400,0908000,CHECKUP,0.6709999999999999
09001257200,0908000,CHECKUP,0.637
09001070100,0908000,CHOLSCREEN,0.772
09001070200,0908000,CHOLSCREEN,0.745
09001070300,0908000,CHOLSCREEN,0.5870000000000001
09001070400,0908000,CHOLSCREEN,0.623
09001070500,0908000,CHOLSCREEN,0.594
09001070600,0908000,CHOLSCREEN,0.727
09001070900,0908000,CHOLSCREEN,0.6890000000000001
09001071000,0908000,CHOLSCREEN,0.6940000000000001
09001071100,0908000,CHOLSCREEN,0.732
09001071200,0908000,CHOLSCREEN,0.716
09001071300,0908000,CHOLSCREEN,0.695
09001071400,0908000,CHOLSCREEN,0.695
09001071600,0908000,CHOLSCREEN,0.603
09001071900,0908000,CHOLSCREEN,0.684
09001072000,0908000,CHOLSCREEN,0.728
09001072100,0908000,CHOLSCREEN,0.79
09001072200,0908000,CHOLSCREEN,0.772
09001072300,0908000,CHOLSCREEN,0.7490000000000001
09001072400,0908000,CHOLSCREEN,0.768
09001072500,0908000,CHOLSCREEN,0.797
09001072600,0908000,CHOLSCREEN,0.745
09001072700,0908000,CHOLSCREEN,0.809
09001072800,0908000,CHOLSCREEN,0.7759999999999999
09001072900,0908000,CHOLSCREEN,0.773
09001073000,0908000,CHOLSCREEN,0.78
09001073100,0908000,CHOLSCREEN,0.795
09001073200,0908000,CHOLSCREEN,0.804
09001073300,0908000,CHOLSCREEN,0.77
09001073400,0908000,CHOLSCREEN,0.762
09001073500,0908000,CHOLSCREEN,0.708
09001073600,0908000,CHOLSCREEN,0.7070000000000001
09001073700,0908000,CHOLSCREEN,0.736
09001073800,0908000,CHOLSCREEN,0.688
09001073900,0908000,CHOLSCREEN,0.721
09001074000,0908000,CHOLSCREEN,0.696
09001074300,0908000,CHOLSCREEN,0.727
09001074400,0908000,CHOLSCREEN,0.725
09001257200,0908000,CHOLSCREEN,0.7390000000000001
09001070100,0908000,COLON_SCREEN,0.68
09001070200,0908000,COLON_SCREEN,0.606
09001070300,0908000,COLON_SCREEN,0.37
09001070400,0908000,COLON_SCREEN,0.627
09001070500,0908000,COLON_SCREEN,0.423
09001070600,0908000,COLON_SCREEN,0.54
09001070900,0908000,COLON_SCREEN,0.462
09001071000,0908000,COLON_SCREEN,0.51
09001071100,0908000,COLON_SCREEN,0.541
09001071200,0908000,COLON_SCREEN,0.51
09001071300,0908000,COLON_SCREEN,0.505
09001071400,0908000,COLON_SCREEN,0.51
09001071600,0908000,COLON_SCREEN,0.325
09001071900,0908000,COLON_SCREEN,0.473
09001072000,0908000,COLON_SCREEN,0.5670000000000001
09001072100,0908000,COLON_SCREEN,0.645
09001072200,0908000,COLON_SCREEN,0.619
09001072300,0908000,COLON_SCREEN,0.5920000000000001
09001072400,0908000,COLON_SCREEN,0.62
09001072500,0908000,COLON_SCREEN,0.652
09001072600,0908000,COLON_SCREEN,0.632
09001072700,0908000,COLON_SCREEN,0.688
09001072800,0908000,COLON_SCREEN,0.625
09001072900,0908000,COLON_SCREEN,0.619
09001073000,0908000,COLON_SCREEN,0.599
09001073100,0908000,COLON_SCREEN,0.595
09001073200,0908000,COLON_SCREEN,0.622
09001073300,0908000,COLON_SCREEN,0.595
09001073400,0908000,COLON_SCREEN,0.5710000000000001
09001073500,0908000,COLON_SCREEN,0.5
09001073600,0908000,COLON_SCREEN,0.475
09001073700,0908000,COLON_SCREEN,0.526
09001073800,0908000,COLON_SCREEN,0.473
09001073900,0908000,COLON_SCREEN,0.48
09001074000,0908000,COLON_SCREEN,0.466
09001074300,0908000,COLON_SCREEN,0.513
09001074400,0908000,COLON_SCREEN,0.545
09001257200,0908000,COLON_SCREEN,0.55
09001070100,0908000,COPD,0.048
09001070200,0908000,COPD,0.055999999999999994
09001070300,0908000,COPD,0.091
09001070400,0908000,COPD,0.037000000000000005
09001070500,0908000,COPD,0.07200000000000001
09001070600,0908000,COPD,0.076
09001070900,0908000,COPD,0.083
09001071000,0908000,COPD,0.062
09001071100,0908000,COPD,0.067
09001071200,0908000,COPD,0.075
09001071300,0908000,COPD,0.076
09001071400,0908000,COPD,0.064
09001071600,0908000,COPD,0.109
09001071900,0908000,COPD,0.07400000000000001
09001072000,0908000,COPD,0.064
09001072100,0908000,COPD,0.059000000000000004
09001072200,0908000,COPD,0.069
09001072300,0908000,COPD,0.063
09001072400,0908000,COPD,0.051
09001072500,0908000,COPD,0.062
09001072600,0908000,COPD,0.064
09001072700,0908000,COPD,0.048
09001072800,0908000,COPD,0.06
09001072900,0908000,COPD,0.057999999999999996
09001073000,0908000,COPD,0.064
09001073100,0908000,COPD,0.08199999999999999
09001073200,0908000,COPD,0.069
09001073300,0908000,COPD,0.059000000000000004
09001073400,0908000,COPD,0.06
09001073500,0908000,COPD,0.069
09001073600,0908000,COPD,0.065
09001073700,0908000,COPD,0.079
09001073800,0908000,COPD,0.06
09001073900,0908000,COPD,0.078
09001074000,0908000,COPD,0.07400000000000001
09001074300,0908000,COPD,0.08
09001074400,0908000,COPD,0.078
09001257200,0908000,COPD,0.063
09001070100,0908000,COREM,0.341
09001070200,0908000,COREM,0.26
09001070300,0908000,COREM,0.157
09001070400,0908000,COREM,0.297
09001070500,0908000,COREM,0.201
09001070600,0908000,COREM,0.247
09001070900,0908000,COREM,0.21600000000000003
09001071000,0908000,COREM,0.212
09001071100,0908000,COREM,0.23
09001071200,0908000,COREM,0.235
09001071300,0908000,COREM,0.217
09001071400,0908000,COREM,0.23800000000000002
09001071600,0908000,COREM,0.18
09001071900,0908000,COREM,0.23399999999999999
09001072000,0908000,COREM,0.26899999999999996
09001072100,0908000,COREM,0.31
09001072200,0908000,COREM,0.306
09001072300,0908000,COREM,0.285
09001072400,0908000,COREM,0.29
09001072500,0908000,COREM,0.308
09001072600,0908000,COREM,0.317
09001072700,0908000,COREM,0.318
09001072800,0908000,COREM,0.25
09001072900,0908000,COREM,0.262
09001070400,0908000,CSMOKING,0.166
09001073000,0908000,COREM,0.284
09001073100,0908000,COREM,0.271
09001073200,0908000,COREM,0.27399999999999997
09001073300,0908000,COREM,0.265
09001073400,0908000,COREM,0.264
09001073500,0908000,COREM,0.218
09001073600,0908000,COREM,0.223
09001073700,0908000,COREM,0.231
09001073800,0908000,COREM,0.215
09001073900,0908000,COREM,0.205
09001074000,0908000,COREM,0.217
09001074300,0908000,COREM,0.218
09001074400,0908000,COREM,0.20600000000000002
09001257200,0908000,COREM,0.249
09001070500,0908000,CSMOKING,0.29100000000000004
09001070100,0908000,COREW,0.38
09001070200,0908000,COREW,0.303
09001070300,0908000,COREW,0.18
09001070400,0908000,COREW,0.32899999999999996
09001070500,0908000,COREW,0.19699999999999998
09001070600,0908000,COREW,0.255
09001070900,0908000,COREW,0.21100000000000002
09001071000,0908000,COREW,0.25
09001071100,0908000,COREW,0.262
09001071200,0908000,COREW,0.25
09001071300,0908000,COREW,0.239
09001071400,0908000,COREW,0.257
09001071600,0908000,COREW,0.16399999999999998
09001070600,0908000,CSMOKING,0.24100000000000002
09001071900,0908000,COREW,0.25
09001072000,0908000,COREW,0.301
09001072100,0908000,COREW,0.34600000000000003
09001072200,0908000,COREW,0.312
09001072300,0908000,COREW,0.307
09001072400,0908000,COREW,0.332
09001072500,0908000,COREW,0.35200000000000004
09001072600,0908000,COREW,0.33399999999999996
09001072700,0908000,COREW,0.377
09001072800,0908000,COREW,0.298
09001072900,0908000,COREW,0.306
09001073000,0908000,COREW,0.303
09001073100,0908000,COREW,0.28600000000000003
09001073200,0908000,COREW,0.315
09001070900,0908000,CSMOKING,0.27399999999999997
09001073300,0908000,COREW,0.301
09001073400,0908000,COREW,0.297
09001073500,0908000,COREW,0.235
09001073600,0908000,COREW,0.217
09001073700,0908000,COREW,0.249
09001073800,0908000,COREW,0.231
09001073900,0908000,COREW,0.21899999999999997
09001074000,0908000,COREW,0.209
09001074300,0908000,COREW,0.23800000000000002
09001074400,0908000,COREW,0.23399999999999999
09001257200,0908000,COREW,0.28800000000000003
09001070100,0908000,CSMOKING,0.158
09001070200,0908000,CSMOKING,0.20800000000000002
09001070300,0908000,CSMOKING,0.365
09001071000,0908000,CSMOKING,0.258
09001071100,0908000,CSMOKING,0.255
09001071200,0908000,CSMOKING,0.266
09001071300,0908000,CSMOKING,0.26899999999999996
09001071400,0908000,CSMOKING,0.261
09001071600,0908000,CSMOKING,0.385
09001071900,0908000,CSMOKING,0.309
09001072000,0908000,CSMOKING,0.242
09001072100,0908000,CSMOKING,0.182
09001072200,0908000,CSMOKING,0.188
09001072300,0908000,CSMOKING,0.22
09001072400,0908000,CSMOKING,0.192
09001072500,0908000,CSMOKING,0.195
09001072600,0908000,CSMOKING,0.192
09001072700,0908000,CSMOKING,0.16699999999999998
09001072800,0908000,CSMOKING,0.212
09001072900,0908000,CSMOKING,0.214
09001073000,0908000,CSMOKING,0.205
09001073100,0908000,CSMOKING,0.215
09001073200,0908000,CSMOKING,0.2
09001073300,0908000,CSMOKING,0.214
09001073400,0908000,CSMOKING,0.22
09001073500,0908000,CSMOKING,0.255
09001073600,0908000,CSMOKING,0.261
09001073700,0908000,CSMOKING,0.259
09001073800,0908000,CSMOKING,0.25
09001073900,0908000,CSMOKING,0.266
09001074000,0908000,CSMOKING,0.253
09001074300,0908000,CSMOKING,0.272
09001074400,0908000,CSMOKING,0.27
09001257200,0908000,CSMOKING,0.245
09001070100,0908000,DENTAL,0.742
09001070200,0908000,DENTAL,0.611
09001070300,0908000,DENTAL,0.304
09001070400,0908000,DENTAL,0.674
09001070500,0908000,DENTAL,0.41600000000000004
09001070600,0908000,DENTAL,0.526
09001070900,0908000,DENTAL,0.44
09001071000,0908000,DENTAL,0.493
09001071100,0908000,DENTAL,0.513
09001071200,0908000,DENTAL,0.478
09001071300,0908000,DENTAL,0.47100000000000003
09001071400,0908000,DENTAL,0.503
09001071600,0908000,DENTAL,0.29
09001071900,0908000,DENTAL,0.46
09001072000,0908000,DENTAL,0.569
09001072100,0908000,DENTAL,0.675
09001072200,0908000,DENTAL,0.648
09001072300,0908000,DENTAL,0.611
09001072400,0908000,DENTAL,0.649
09001072500,0908000,DENTAL,0.677
09001072600,0908000,DENTAL,0.677
09001072700,0908000,DENTAL,0.7190000000000001
09001072800,0908000,DENTAL,0.596
09001072900,0908000,DENTAL,0.611
09001073000,0908000,DENTAL,0.617
09001073100,0908000,DENTAL,0.583
09001073200,0908000,DENTAL,0.628
09001073300,0908000,DENTAL,0.6
09001073400,0908000,DENTAL,0.583
09001073500,0908000,DENTAL,0.479
09001073600,0908000,DENTAL,0.466
09001073700,0908000,DENTAL,0.49200000000000005
09001073800,0908000,DENTAL,0.48
09001073900,0908000,DENTAL,0.449
09001074000,0908000,DENTAL,0.449
09001074300,0908000,DENTAL,0.47
09001074400,0908000,DENTAL,0.473
09001257200,0908000,DENTAL,0.555
09001070100,0908000,DIABETES,0.069
09001070200,0908000,DIABETES,0.105
09001070300,0908000,DIABETES,0.128
09001070400,0908000,DIABETES,0.062
09001070500,0908000,DIABETES,0.105
09001070600,0908000,DIABETES,0.13699999999999998
09001070900,0908000,DIABETES,0.145
09001071000,0908000,DIABETES,0.115
09001071100,0908000,DIABETES,0.11900000000000001
09001071200,0908000,DIABETES,0.133
09001071300,0908000,DIABETES,0.133
09001071400,0908000,DIABETES,0.10300000000000001
09001071600,0908000,DIABETES,0.141
09001071900,0908000,DIABETES,0.107
09001072000,0908000,DIABETES,0.102
09001072100,0908000,DIABETES,0.099
09001072200,0908000,DIABETES,0.10300000000000001
09001072300,0908000,DIABETES,0.10099999999999999
09001072400,0908000,DIABETES,0.098
09001072500,0908000,DIABETES,0.095
09001072600,0908000,DIABETES,0.08900000000000001
09001072700,0908000,DIABETES,0.09300000000000001
09001072800,0908000,DIABETES,0.126
09001072900,0908000,DIABETES,0.114
09001073000,0908000,DIABETES,0.113
09001073100,0908000,DIABETES,0.142
09001073200,0908000,DIABETES,0.124
09001073300,0908000,DIABETES,0.113
09001073400,0908000,DIABETES,0.114
09001073500,0908000,DIABETES,0.131
09001073600,0908000,DIABETES,0.125
09001073700,0908000,DIABETES,0.142
09001073800,0908000,DIABETES,0.122
09001073900,0908000,DIABETES,0.154
09001074000,0908000,DIABETES,0.152
09001074300,0908000,DIABETES,0.147
09001074400,0908000,DIABETES,0.149
09001257200,0908000,DIABETES,0.10800000000000001
09001070100,0908000,HIGHCHOL,0.32899999999999996
09001070200,0908000,HIGHCHOL,0.327
09001070300,0908000,HIGHCHOL,0.301
09001070400,0908000,HIGHCHOL,0.27
09001070500,0908000,HIGHCHOL,0.299
09001070600,0908000,HIGHCHOL,0.35200000000000004
09001070900,0908000,HIGHCHOL,0.348
09001071000,0908000,HIGHCHOL,0.31
09001071100,0908000,HIGHCHOL,0.312
09001071200,0908000,HIGHCHOL,0.33799999999999997
09001071300,0908000,HIGHCHOL,0.342
09001071400,0908000,HIGHCHOL,0.305
09001071600,0908000,HIGHCHOL,0.317
09001071900,0908000,HIGHCHOL,0.304
09001072000,0908000,HIGHCHOL,0.317
09001072100,0908000,HIGHCHOL,0.34299999999999997
09001072200,0908000,HIGHCHOL,0.354
09001072300,0908000,HIGHCHOL,0.33299999999999996
09001072400,0908000,HIGHCHOL,0.314
09001072500,0908000,HIGHCHOL,0.342
09001072600,0908000,HIGHCHOL,0.33399999999999996
09001072700,0908000,HIGHCHOL,0.327
09001072800,0908000,HIGHCHOL,0.327
09001072900,0908000,HIGHCHOL,0.324
09001073000,0908000,HIGHCHOL,0.344
09001073100,0908000,HIGHCHOL,0.385
09001073200,0908000,HIGHCHOL,0.36200000000000004
09001073300,0908000,HIGHCHOL,0.32299999999999995
09001073400,0908000,HIGHCHOL,0.32799999999999996
09001073500,0908000,HIGHCHOL,0.322
